country_code,playlist_name,playlist_description,playlist_id,playlist_url,playlist_owner,track_api,tracks_total
AD,Rain Sounds,Simply rain ,37i9dQZF1DX8ymr6UES7vc,https://open.spotify.com/playlist/37i9dQZF1DX8ymr6UES7vc,Spotify,https://api.spotify.com/v1/playlists/37i9dQZF1DX8ymr6UES7vc/tracks,293
AD,Dark & Stormy,"Beautifully dark, dramatic tracks.",37i9dQZF1DX2pSTOxoPbx9,https://open.spotify.com/playlist/37i9dQZF1DX2pSTOxoPbx9,Spotify,https://api.spotify.com/v1/playlists/37i9dQZF1DX2pSTOxoPbx9/tracks,100
AD,90s Love Songs,"Tight Roll your jeans, break out the CK1, and set the mood...",37i9dQZF1DWXqpDKK4ed9O,https://open.spotify.com/playlist/37i9dQZF1DWXqpDKK4ed9O,Spotify,https://api.spotify.com/v1/playlists/37i9dQZF1DWXqpDKK4ed9O/tracks,50
AD,Sleep,Gentle Ambient piano to help you fall asleep. ,37i9dQZF1DWZd79rJ6a7lp,https://open.spotify.com/playlist/37i9dQZF1DWZd79rJ6a7lp,Spotify,https://api.spotify.com/v1/playlists/37i9dQZF1DWZd79rJ6a7lp/tracks,235
AD,Heart Beats,"<a href=""spotify:genre:edm_dance"">Dance music</a> for the heart <3",37i9dQZF1DWSRc3WJklgBs,https://open.spotify.com/playlist/37i9dQZF1DWSRc3WJklgBs,Spotify,https://api.spotify.com/v1/playlists/37i9dQZF1DWSRc3WJklgBs/tracks,230
AD,Peaceful Piano,"Peaceful piano to help you slow down, breathe, and relax. ",37i9dQZF1DX4sWSpwq3LiO,https://open.spotify.com/playlist/37i9dQZF1DX4sWSpwq3LiO,Spotify,https://api.spotify.com/v1/playlists/37i9dQZF1DX4sWSpwq3LiO/tracks,299
AD,Deep Sleep,"Soothing, minimalist ambient for deep sleep.",37i9dQZF1DWYcDQ1hSjOpY,https://open.spotify.com/playlist/37i9dQZF1DWYcDQ1hSjOpY,Spotify,https://api.spotify.com/v1/playlists/37i9dQZF1DWYcDQ1hSjOpY/tracks,328
AD,Bedroom Pop,Dreamy jams from the best bedroom producers. Cover: Clairo,37i9dQZF1DXcxvFzl58uP7,https://open.spotify.com/playlist/37i9dQZF1DXcxvFzl58uP7,Spotify,https://api.spotify.com/v1/playlists/37i9dQZF1DXcxvFzl58uP7/tracks,100
AD,Jazz Rap,Laid back cratedigger hip-hop from around the world.,37i9dQZF1DX8Kgdykz6OKj,https://open.spotify.com/playlist/37i9dQZF1DX8Kgdykz6OKj,Spotify,https://api.spotify.com/v1/playlists/37i9dQZF1DX8Kgdykz6OKj/tracks,100
AD,Soft Rock,"It's like rock, but softer. Cover: Billy Joel",37i9dQZF1DX6xOPeSOGone,https://open.spotify.com/playlist/37i9dQZF1DX6xOPeSOGone,Spotify,https://api.spotify.com/v1/playlists/37i9dQZF1DX6xOPeSOGone/tracks,75
AD,Classical Sleep,Drift off to these peaceful classical melodies.,37i9dQZF1DX8Sz1gsYZdwj,https://open.spotify.com/playlist/37i9dQZF1DX8Sz1gsYZdwj,Spotify,https://api.spotify.com/v1/playlists/37i9dQZF1DX8Sz1gsYZdwj/tracks,69
AE,New Music Friday Gulf,Worldwide weekly releases curated for the Gulf ! Cover: Assala Nassri & Majid Almohandis,37i9dQZF1DX51I48C1U653,https://open.spotify.com/playlist/37i9dQZF1DX51I48C1U653,Spotify,https://api.spotify.com/v1/playlists/37i9dQZF1DX51I48C1U653/tracks,58
AE,Dreamy Vibes,Hypnotic bliss.,37i9dQZF1DWSiZVO2J6WeI,https://open.spotify.com/playlist/37i9dQZF1DWSiZVO2J6WeI,Spotify,https://api.spotify.com/v1/playlists/37i9dQZF1DWSiZVO2J6WeI/tracks,150
AE,Ballads International,"A collection of the world's best emotional songs. Cover: <a href=""https://open.spotify.com/artist/75opyvDai90a20RL9VSa7D?si=X4txR82FSGuMTgat6fyXQw&dl_branch=1"">Djouher</a>",37i9dQZF1DXaFm6IhSHlyi,https://open.spotify.com/playlist/37i9dQZF1DXaFm6IhSHlyi,Spotify,https://api.spotify.com/v1/playlists/37i9dQZF1DXaFm6IhSHlyi/tracks,150
AE,Sleep,Gentle Ambient piano to help you fall asleep. ,37i9dQZF1DWZd79rJ6a7lp,https://open.spotify.com/playlist/37i9dQZF1DWZd79rJ6a7lp,Spotify,https://api.spotify.com/v1/playlists/37i9dQZF1DWZd79rJ6a7lp/tracks,235
AE,Chill Tracks,"Softer kinda <a href=""spotify:genre:edm_dance"">dance</a>.",37i9dQZF1DX6VdMW310YC7,https://open.spotify.com/playlist/37i9dQZF1DX6VdMW310YC7,Spotify,https://api.spotify.com/v1/playlists/37i9dQZF1DX6VdMW310YC7/tracks,100
AE,Deep Sleep,"Soothing, minimalist ambient for deep sleep.",37i9dQZF1DWYcDQ1hSjOpY,https://open.spotify.com/playlist/37i9dQZF1DWYcDQ1hSjOpY,Spotify,https://api.spotify.com/v1/playlists/37i9dQZF1DWYcDQ1hSjOpY/tracks,328
AE,طرب خليجي,"مجموعة من أروع الأغاني الخليجية الطربية القديمة والجديدة! غلاف: خالد عبد الرحمن
",37i9dQZF1DX5lckay3OqOG,https://open.spotify.com/playlist/37i9dQZF1DX5lckay3OqOG,Spotify,https://api.spotify.com/v1/playlists/37i9dQZF1DX5lckay3OqOG/tracks,41
AE,Peaceful Piano,"Peaceful piano to help you slow down, breathe, and relax. ",37i9dQZF1DX4sWSpwq3LiO,https://open.spotify.com/playlist/37i9dQZF1DX4sWSpwq3LiO,Spotify,https://api.spotify.com/v1/playlists/37i9dQZF1DX4sWSpwq3LiO/tracks,299
AE,Hits خليجي,"اكتشفوا أفضل الاغاني الخليجية 
الغلاف: اصالة و ماجد المهندس ",37i9dQZF1DWU486KSiznWZ,https://open.spotify.com/playlist/37i9dQZF1DWU486KSiznWZ,Spotify,https://api.spotify.com/v1/playlists/37i9dQZF1DWU486KSiznWZ/tracks,40
AE,ثروباك," مختارات من أجمل الأغاني الخليجية القديمة. الغلاف: عبدالمجيد عبدالله 

",37i9dQZF1DXaEUbeZJOstv,https://open.spotify.com/playlist/37i9dQZF1DXaEUbeZJOstv,Spotify,https://api.spotify.com/v1/playlists/37i9dQZF1DXaEUbeZJOstv/tracks,60
AE,خليجي حزين,.اجمل الاغاني الخليجية الحزينة,37i9dQZF1DXa7JWqw8BIJc,https://open.spotify.com/playlist/37i9dQZF1DXa7JWqw8BIJc,Spotify,https://api.spotify.com/v1/playlists/37i9dQZF1DXa7JWqw8BIJc/tracks,58
AE,ساعة الفراق,"!لكل قلب مكسور؟ هذه البلاي ليست مناسبة لك 
",37i9dQZF1DX2siSxlNkZrf,https://open.spotify.com/playlist/37i9dQZF1DX2siSxlNkZrf,Spotify,https://api.spotify.com/v1/playlists/37i9dQZF1DX2siSxlNkZrf/tracks,50
AE,Yalla ,"The biggest Arabic hits all in one place. Cover:  <a href=""https://open.spotify.com/artist/6bb9VI1PpPTEmdgcgjTppX?si=CgnUHgQ_QeWSlQyEvVLTog"">Mohamed Hamaki</a>

",37i9dQZF1DX5cO1uP1XC1g,https://open.spotify.com/playlist/37i9dQZF1DX5cO1uP1XC1g,Spotify,https://api.spotify.com/v1/playlists/37i9dQZF1DX5cO1uP1XC1g/tracks,40
AE,روقان,"فايب ومتعة وأغاني! 😌🎶 كوفر:  <a href=""https://open.spotify.com/artist/2PM82jOCB674w4BL08zFVS?si=bhhYDaJ2Ro-WXJcv9PCxvg""> مُسلِم </a>",37i9dQZF1DWYHBENPjyDpc,https://open.spotify.com/playlist/37i9dQZF1DWYHBENPjyDpc,Spotify,https://api.spotify.com/v1/playlists/37i9dQZF1DWYHBENPjyDpc/tracks,70
AE,التوب," أفضل الأغاني المصرية من قلب مصر إلى العالم🔥🔝. الغلاف:<a href=""https://open.spotify.com/artist/2N72bJ8IYB4KZmKmxz5Xkk?si=1zeHUrwPSTui0vbKualgog""> حمزه نمره </a>",37i9dQZF1DXd3AhRYJnfcl,https://open.spotify.com/playlist/37i9dQZF1DXd3AhRYJnfcl,Spotify,https://api.spotify.com/v1/playlists/37i9dQZF1DXd3AhRYJnfcl/tracks,50
AE,Raï Hits,Les meilleurs tubes Raï du moment que vous entendez partout. Cover: Cheb Djalil,37i9dQZF1DXb7WmotStdsj,https://open.spotify.com/playlist/37i9dQZF1DXb7WmotStdsj,Spotify,https://api.spotify.com/v1/playlists/37i9dQZF1DXb7WmotStdsj/tracks,60
AE,Bhangra Bangers,Bold bops from Ludhiana to London. Cover: Riar Saab,37i9dQZF1DX3VNFqEPdDGw,https://open.spotify.com/playlist/37i9dQZF1DX3VNFqEPdDGw,Spotify,https://api.spotify.com/v1/playlists/37i9dQZF1DX3VNFqEPdDGw/tracks,50
AE,Desi Hits,Best of South Asian Music. Cover: Karan Aujla,37i9dQZF1DWTwzVdyRpXm1,https://open.spotify.com/playlist/37i9dQZF1DWTwzVdyRpXm1,Spotify,https://api.spotify.com/v1/playlists/37i9dQZF1DWTwzVdyRpXm1/tracks,85
AG,Rain Sounds,Simply rain ,37i9dQZF1DX8ymr6UES7vc,https://open.spotify.com/playlist/37i9dQZF1DX8ymr6UES7vc,Spotify,https://api.spotify.com/v1/playlists/37i9dQZF1DX8ymr6UES7vc/tracks,293
AG,Dark & Stormy,"Beautifully dark, dramatic tracks.",37i9dQZF1DX2pSTOxoPbx9,https://open.spotify.com/playlist/37i9dQZF1DX2pSTOxoPbx9,Spotify,https://api.spotify.com/v1/playlists/37i9dQZF1DX2pSTOxoPbx9/tracks,100
AG,90s Love Songs,"Tight Roll your jeans, break out the CK1, and set the mood...",37i9dQZF1DWXqpDKK4ed9O,https://open.spotify.com/playlist/37i9dQZF1DWXqpDKK4ed9O,Spotify,https://api.spotify.com/v1/playlists/37i9dQZF1DWXqpDKK4ed9O/tracks,50
AG,Sleep,Gentle Ambient piano to help you fall asleep. ,37i9dQZF1DWZd79rJ6a7lp,https://open.spotify.com/playlist/37i9dQZF1DWZd79rJ6a7lp,Spotify,https://api.spotify.com/v1/playlists/37i9dQZF1DWZd79rJ6a7lp/tracks,235
AG,Heart Beats,"<a href=""spotify:genre:edm_dance"">Dance music</a> for the heart <3",37i9dQZF1DWSRc3WJklgBs,https://open.spotify.com/playlist/37i9dQZF1DWSRc3WJklgBs,Spotify,https://api.spotify.com/v1/playlists/37i9dQZF1DWSRc3WJklgBs/tracks,230
AG,Peaceful Piano,"Peaceful piano to help you slow down, breathe, and relax. ",37i9dQZF1DX4sWSpwq3LiO,https://open.spotify.com/playlist/37i9dQZF1DX4sWSpwq3LiO,Spotify,https://api.spotify.com/v1/playlists/37i9dQZF1DX4sWSpwq3LiO/tracks,299
AG,Deep Sleep,"Soothing, minimalist ambient for deep sleep.",37i9dQZF1DWYcDQ1hSjOpY,https://open.spotify.com/playlist/37i9dQZF1DWYcDQ1hSjOpY,Spotify,https://api.spotify.com/v1/playlists/37i9dQZF1DWYcDQ1hSjOpY/tracks,328
AG,Bedroom Pop,Dreamy jams from the best bedroom producers. Cover: Clairo,37i9dQZF1DXcxvFzl58uP7,https://open.spotify.com/playlist/37i9dQZF1DXcxvFzl58uP7,Spotify,https://api.spotify.com/v1/playlists/37i9dQZF1DXcxvFzl58uP7/tracks,100
AG,Jazz Rap,Laid back cratedigger hip-hop from around the world.,37i9dQZF1DX8Kgdykz6OKj,https://open.spotify.com/playlist/37i9dQZF1DX8Kgdykz6OKj,Spotify,https://api.spotify.com/v1/playlists/37i9dQZF1DX8Kgdykz6OKj/tracks,100
AG,Soft Rock,"It's like rock, but softer. Cover: Billy Joel",37i9dQZF1DX6xOPeSOGone,https://open.spotify.com/playlist/37i9dQZF1DX6xOPeSOGone,Spotify,https://api.spotify.com/v1/playlists/37i9dQZF1DX6xOPeSOGone/tracks,75
AG,Classical Sleep,Drift off to these peaceful classical melodies.,37i9dQZF1DX8Sz1gsYZdwj,https://open.spotify.com/playlist/37i9dQZF1DX8Sz1gsYZdwj,Spotify,https://api.spotify.com/v1/playlists/37i9dQZF1DX8Sz1gsYZdwj/tracks,69
AL,Rain Sounds,Simply rain ,37i9dQZF1DX8ymr6UES7vc,https://open.spotify.com/playlist/37i9dQZF1DX8ymr6UES7vc,Spotify,https://api.spotify.com/v1/playlists/37i9dQZF1DX8ymr6UES7vc/tracks,293
AL,Dark & Stormy,"Beautifully dark, dramatic tracks.",37i9dQZF1DX2pSTOxoPbx9,https://open.spotify.com/playlist/37i9dQZF1DX2pSTOxoPbx9,Spotify,https://api.spotify.com/v1/playlists/37i9dQZF1DX2pSTOxoPbx9/tracks,100
AL,90s Love Songs,"Tight Roll your jeans, break out the CK1, and set the mood...",37i9dQZF1DWXqpDKK4ed9O,https://open.spotify.com/playlist/37i9dQZF1DWXqpDKK4ed9O,Spotify,https://api.spotify.com/v1/playlists/37i9dQZF1DWXqpDKK4ed9O/tracks,50
AL,Sleep,Gentle Ambient piano to help you fall asleep. ,37i9dQZF1DWZd79rJ6a7lp,https://open.spotify.com/playlist/37i9dQZF1DWZd79rJ6a7lp,Spotify,https://api.spotify.com/v1/playlists/37i9dQZF1DWZd79rJ6a7lp/tracks,235
AL,Heart Beats,"<a href=""spotify:genre:edm_dance"">Dance music</a> for the heart <3",37i9dQZF1DWSRc3WJklgBs,https://open.spotify.com/playlist/37i9dQZF1DWSRc3WJklgBs,Spotify,https://api.spotify.com/v1/playlists/37i9dQZF1DWSRc3WJklgBs/tracks,230
AL,Peaceful Piano,"Peaceful piano to help you slow down, breathe, and relax. ",37i9dQZF1DX4sWSpwq3LiO,https://open.spotify.com/playlist/37i9dQZF1DX4sWSpwq3LiO,Spotify,https://api.spotify.com/v1/playlists/37i9dQZF1DX4sWSpwq3LiO/tracks,299
AL,Deep Sleep,"Soothing, minimalist ambient for deep sleep.",37i9dQZF1DWYcDQ1hSjOpY,https://open.spotify.com/playlist/37i9dQZF1DWYcDQ1hSjOpY,Spotify,https://api.spotify.com/v1/playlists/37i9dQZF1DWYcDQ1hSjOpY/tracks,328
AL,Bedroom Pop,Dreamy jams from the best bedroom producers. Cover: Clairo,37i9dQZF1DXcxvFzl58uP7,https://open.spotify.com/playlist/37i9dQZF1DXcxvFzl58uP7,Spotify,https://api.spotify.com/v1/playlists/37i9dQZF1DXcxvFzl58uP7/tracks,100
AL,Jazz Rap,Laid back cratedigger hip-hop from around the world.,37i9dQZF1DX8Kgdykz6OKj,https://open.spotify.com/playlist/37i9dQZF1DX8Kgdykz6OKj,Spotify,https://api.spotify.com/v1/playlists/37i9dQZF1DX8Kgdykz6OKj/tracks,100
AL,Soft Rock,"It's like rock, but softer. Cover: Billy Joel",37i9dQZF1DX6xOPeSOGone,https://open.spotify.com/playlist/37i9dQZF1DX6xOPeSOGone,Spotify,https://api.spotify.com/v1/playlists/37i9dQZF1DX6xOPeSOGone/tracks,75
AL,Classical Sleep,Drift off to these peaceful classical melodies.,37i9dQZF1DX8Sz1gsYZdwj,https://open.spotify.com/playlist/37i9dQZF1DX8Sz1gsYZdwj,Spotify,https://api.spotify.com/v1/playlists/37i9dQZF1DX8Sz1gsYZdwj/tracks,69
AM,Rain Sounds,Simply rain ,37i9dQZF1DX8ymr6UES7vc,https://open.spotify.com/playlist/37i9dQZF1DX8ymr6UES7vc,Spotify,https://api.spotify.com/v1/playlists/37i9dQZF1DX8ymr6UES7vc/tracks,293
AM,Dark & Stormy,"Beautifully dark, dramatic tracks.",37i9dQZF1DX2pSTOxoPbx9,https://open.spotify.com/playlist/37i9dQZF1DX2pSTOxoPbx9,Spotify,https://api.spotify.com/v1/playlists/37i9dQZF1DX2pSTOxoPbx9/tracks,100
AM,90s Love Songs,"Tight Roll your jeans, break out the CK1, and set the mood...",37i9dQZF1DWXqpDKK4ed9O,https://open.spotify.com/playlist/37i9dQZF1DWXqpDKK4ed9O,Spotify,https://api.spotify.com/v1/playlists/37i9dQZF1DWXqpDKK4ed9O/tracks,50
AM,Sleep,Gentle Ambient piano to help you fall asleep. ,37i9dQZF1DWZd79rJ6a7lp,https://open.spotify.com/playlist/37i9dQZF1DWZd79rJ6a7lp,Spotify,https://api.spotify.com/v1/playlists/37i9dQZF1DWZd79rJ6a7lp/tracks,235
AM,Heart Beats,"<a href=""spotify:genre:edm_dance"">Dance music</a> for the heart <3",37i9dQZF1DWSRc3WJklgBs,https://open.spotify.com/playlist/37i9dQZF1DWSRc3WJklgBs,Spotify,https://api.spotify.com/v1/playlists/37i9dQZF1DWSRc3WJklgBs/tracks,230
AM,Peaceful Piano,"Peaceful piano to help you slow down, breathe, and relax. ",37i9dQZF1DX4sWSpwq3LiO,https://open.spotify.com/playlist/37i9dQZF1DX4sWSpwq3LiO,Spotify,https://api.spotify.com/v1/playlists/37i9dQZF1DX4sWSpwq3LiO/tracks,299
AM,Deep Sleep,"Soothing, minimalist ambient for deep sleep.",37i9dQZF1DWYcDQ1hSjOpY,https://open.spotify.com/playlist/37i9dQZF1DWYcDQ1hSjOpY,Spotify,https://api.spotify.com/v1/playlists/37i9dQZF1DWYcDQ1hSjOpY/tracks,328
AM,Bedroom Pop,Dreamy jams from the best bedroom producers. Cover: Clairo,37i9dQZF1DXcxvFzl58uP7,https://open.spotify.com/playlist/37i9dQZF1DXcxvFzl58uP7,Spotify,https://api.spotify.com/v1/playlists/37i9dQZF1DXcxvFzl58uP7/tracks,100
AM,Jazz Rap,Laid back cratedigger hip-hop from around the world.,37i9dQZF1DX8Kgdykz6OKj,https://open.spotify.com/playlist/37i9dQZF1DX8Kgdykz6OKj,Spotify,https://api.spotify.com/v1/playlists/37i9dQZF1DX8Kgdykz6OKj/tracks,100
AM,Soft Rock,"It's like rock, but softer. Cover: Billy Joel",37i9dQZF1DX6xOPeSOGone,https://open.spotify.com/playlist/37i9dQZF1DX6xOPeSOGone,Spotify,https://api.spotify.com/v1/playlists/37i9dQZF1DX6xOPeSOGone/tracks,75
AM,Classical Sleep,Drift off to these peaceful classical melodies.,37i9dQZF1DX8Sz1gsYZdwj,https://open.spotify.com/playlist/37i9dQZF1DX8Sz1gsYZdwj,Spotify,https://api.spotify.com/v1/playlists/37i9dQZF1DX8Sz1gsYZdwj/tracks,69
AO,Rain Sounds,Simply rain ,37i9dQZF1DX8ymr6UES7vc,https://open.spotify.com/playlist/37i9dQZF1DX8ymr6UES7vc,Spotify,https://api.spotify.com/v1/playlists/37i9dQZF1DX8ymr6UES7vc/tracks,293
AO,Dark & Stormy,"Beautifully dark, dramatic tracks.",37i9dQZF1DX2pSTOxoPbx9,https://open.spotify.com/playlist/37i9dQZF1DX2pSTOxoPbx9,Spotify,https://api.spotify.com/v1/playlists/37i9dQZF1DX2pSTOxoPbx9/tracks,100
AO,90s Love Songs,"Tight Roll your jeans, break out the CK1, and set the mood...",37i9dQZF1DWXqpDKK4ed9O,https://open.spotify.com/playlist/37i9dQZF1DWXqpDKK4ed9O,Spotify,https://api.spotify.com/v1/playlists/37i9dQZF1DWXqpDKK4ed9O/tracks,50
AO,Sleep,Gentle Ambient piano to help you fall asleep. ,37i9dQZF1DWZd79rJ6a7lp,https://open.spotify.com/playlist/37i9dQZF1DWZd79rJ6a7lp,Spotify,https://api.spotify.com/v1/playlists/37i9dQZF1DWZd79rJ6a7lp/tracks,235
AO,Heart Beats,"<a href=""spotify:genre:edm_dance"">Dance music</a> for the heart <3",37i9dQZF1DWSRc3WJklgBs,https://open.spotify.com/playlist/37i9dQZF1DWSRc3WJklgBs,Spotify,https://api.spotify.com/v1/playlists/37i9dQZF1DWSRc3WJklgBs/tracks,230
AO,Peaceful Piano,"Peaceful piano to help you slow down, breathe, and relax. ",37i9dQZF1DX4sWSpwq3LiO,https://open.spotify.com/playlist/37i9dQZF1DX4sWSpwq3LiO,Spotify,https://api.spotify.com/v1/playlists/37i9dQZF1DX4sWSpwq3LiO/tracks,299
AO,Deep Sleep,"Soothing, minimalist ambient for deep sleep.",37i9dQZF1DWYcDQ1hSjOpY,https://open.spotify.com/playlist/37i9dQZF1DWYcDQ1hSjOpY,Spotify,https://api.spotify.com/v1/playlists/37i9dQZF1DWYcDQ1hSjOpY/tracks,328
AO,Bedroom Pop,Dreamy jams from the best bedroom producers. Cover: Clairo,37i9dQZF1DXcxvFzl58uP7,https://open.spotify.com/playlist/37i9dQZF1DXcxvFzl58uP7,Spotify,https://api.spotify.com/v1/playlists/37i9dQZF1DXcxvFzl58uP7/tracks,100
AO,Jazz Rap,Laid back cratedigger hip-hop from around the world.,37i9dQZF1DX8Kgdykz6OKj,https://open.spotify.com/playlist/37i9dQZF1DX8Kgdykz6OKj,Spotify,https://api.spotify.com/v1/playlists/37i9dQZF1DX8Kgdykz6OKj/tracks,100
AO,Soft Rock,"It's like rock, but softer. Cover: Billy Joel",37i9dQZF1DX6xOPeSOGone,https://open.spotify.com/playlist/37i9dQZF1DX6xOPeSOGone,Spotify,https://api.spotify.com/v1/playlists/37i9dQZF1DX6xOPeSOGone/tracks,75
AO,Classical Sleep,Drift off to these peaceful classical melodies.,37i9dQZF1DX8Sz1gsYZdwj,https://open.spotify.com/playlist/37i9dQZF1DX8Sz1gsYZdwj,Spotify,https://api.spotify.com/v1/playlists/37i9dQZF1DX8Sz1gsYZdwj/tracks,69
AR,Sueño Profundo,Música ambiental para un sueño profundo.,37i9dQZF1DX7aAuYd7Jogj,https://open.spotify.com/playlist/37i9dQZF1DX7aAuYd7Jogj,Spotify,https://api.spotify.com/v1/playlists/37i9dQZF1DX7aAuYd7Jogj/tracks,300
AR,Bajo Las Estrellas,Música ambiental para noches tranquilas.,37i9dQZF1DWTmhGAhbrFb3,https://open.spotify.com/playlist/37i9dQZF1DWTmhGAhbrFb3,Spotify,https://api.spotify.com/v1/playlists/37i9dQZF1DWTmhGAhbrFb3/tracks,284
AR,Lluvia de Noche,Sonidos de lluvia para descansar y dormir.,37i9dQZF1DWTpJIpOxN3r8,https://open.spotify.com/playlist/37i9dQZF1DWTpJIpOxN3r8,Spotify,https://api.spotify.com/v1/playlists/37i9dQZF1DWTpJIpOxN3r8/tracks,396
AR,Meditaciones Guiadas,Meditaciones guiadas para cualquier momento.,37i9dQZF1DWZKyP0tcxlDn,https://open.spotify.com/playlist/37i9dQZF1DWZKyP0tcxlDn,Spotify,https://api.spotify.com/v1/playlists/37i9dQZF1DWZKyP0tcxlDn/tracks,13
AR,Ruido Blanco para Dormir,Ruido blanco para ayudarte a dormir.,37i9dQZF1DXaYM2TpfSdxV,https://open.spotify.com/playlist/37i9dQZF1DXaYM2TpfSdxV,Spotify,https://api.spotify.com/v1/playlists/37i9dQZF1DXaYM2TpfSdxV/tracks,215
AR,Calma,No dejes que las malas vibras se apoderen de ti.,37i9dQZF1DWY5LGZYBBHHz,https://open.spotify.com/playlist/37i9dQZF1DWY5LGZYBBHHz,Spotify,https://api.spotify.com/v1/playlists/37i9dQZF1DWY5LGZYBBHHz/tracks,152
AR,Canciones de Cuna,"",37i9dQZF1DXaXBw4KXgZE0,https://open.spotify.com/playlist/37i9dQZF1DXaXBw4KXgZE0,Spotify,https://api.spotify.com/v1/playlists/37i9dQZF1DXaXBw4KXgZE0/tracks,45
AR,Antiestrés,Relájate y toma un profundo respiro de serenidad auditiva.,37i9dQZF1DX39FzqwAhZEK,https://open.spotify.com/playlist/37i9dQZF1DX39FzqwAhZEK,Spotify,https://api.spotify.com/v1/playlists/37i9dQZF1DX39FzqwAhZEK/tracks,190
AR,Sonidos del Mar,Sumérgete a lo más profundo de tu mente con el sonido del mar.,37i9dQZF1DX6EE01mw9tEh,https://open.spotify.com/playlist/37i9dQZF1DX6EE01mw9tEh,Spotify,https://api.spotify.com/v1/playlists/37i9dQZF1DX6EE01mw9tEh/tracks,250
AT,New Music Friday Deutschland,"Jeden Freitag gibt's hier die besten Neuerscheinungen der Woche in einer Playlist. Cover: Domiziana, Blümchen",37i9dQZF1DWUW2bvSkjcJ6,https://open.spotify.com/playlist/37i9dQZF1DWUW2bvSkjcJ6,Spotify,https://api.spotify.com/v1/playlists/37i9dQZF1DWUW2bvSkjcJ6/tracks,90
AT,Jazz Vibes,The original chill instrumental beats playlist.,37i9dQZF1DX0SM0LYsmbMT,https://open.spotify.com/playlist/37i9dQZF1DX0SM0LYsmbMT,Spotify,https://api.spotify.com/v1/playlists/37i9dQZF1DX0SM0LYsmbMT/tracks,300
AT,Sleep,Gentle Ambient piano to help you fall asleep. ,37i9dQZF1DWZd79rJ6a7lp,https://open.spotify.com/playlist/37i9dQZF1DWZd79rJ6a7lp,Spotify,https://api.spotify.com/v1/playlists/37i9dQZF1DWZd79rJ6a7lp/tracks,235
AT,Deep Listening,Immerse in an imaginary panorama of atmospheric soundscapes.,37i9dQZF1DX5y2yPmGqrG8,https://open.spotify.com/playlist/37i9dQZF1DX5y2yPmGqrG8,Spotify,https://api.spotify.com/v1/playlists/37i9dQZF1DX5y2yPmGqrG8/tracks,50
AT,Acoustic Throwbacks,Big hits from the world of acoustics.,37i9dQZF1DX8TvdyVZSYFY,https://open.spotify.com/playlist/37i9dQZF1DX8TvdyVZSYFY,Spotify,https://api.spotify.com/v1/playlists/37i9dQZF1DX8TvdyVZSYFY/tracks,300
AT,Klavier zum Entspannen,Wundervoll verträumte Pianostücke zur Entschleunigung.,37i9dQZF1DX8Dd9bxD1WYH,https://open.spotify.com/playlist/37i9dQZF1DX8Dd9bxD1WYH,Spotify,https://api.spotify.com/v1/playlists/37i9dQZF1DX8Dd9bxD1WYH/tracks,250
AT,Zuhause,In den eigenen vier Wänden ist es immer noch am schönsten.,37i9dQZF1DX1htCFhfVtyK,https://open.spotify.com/playlist/37i9dQZF1DX1htCFhfVtyK,Spotify,https://api.spotify.com/v1/playlists/37i9dQZF1DX1htCFhfVtyK/tracks,90
AT,Happy Dance,Diese Beats machen garantiert gute Laune!,37i9dQZF1DX4uPi2roRUwU,https://open.spotify.com/playlist/37i9dQZF1DX4uPi2roRUwU,Spotify,https://api.spotify.com/v1/playlists/37i9dQZF1DX4uPi2roRUwU/tracks,60
AT,Hörbücher: Krimi & Thriller,Höre hier unsere aktuellen Empfehlungen.,37i9dQZF1DX7hwPI0q0OlB,https://open.spotify.com/playlist/37i9dQZF1DX7hwPI0q0OlB,Spotify,https://api.spotify.com/v1/playlists/37i9dQZF1DX7hwPI0q0OlB/tracks,1021
AT,Singled Out,"If it's buzzing, it's here. The hottest new songs of the week. Cover: Usher",37i9dQZF1DX8f6LHxMjnzD,https://open.spotify.com/playlist/37i9dQZF1DX8f6LHxMjnzD,Spotify,https://api.spotify.com/v1/playlists/37i9dQZF1DX8f6LHxMjnzD/tracks,40
AU,Chilled Roots,Relax with the soulful sounds of blues and roots.,37i9dQZF1DWVbckf5vh03w,https://open.spotify.com/playlist/37i9dQZF1DWVbckf5vh03w,Spotify,https://api.spotify.com/v1/playlists/37i9dQZF1DWVbckf5vh03w/tracks,79
AU,R&B Feels,Slick R&B-tinged jams.,37i9dQZF1DX6GYkg76TRV8,https://open.spotify.com/playlist/37i9dQZF1DX6GYkg76TRV8,Spotify,https://api.spotify.com/v1/playlists/37i9dQZF1DX6GYkg76TRV8/tracks,100
AU,chill af,"headphones on, forget the world",37i9dQZF1DX5D8j6p4CXZT,https://open.spotify.com/playlist/37i9dQZF1DX5D8j6p4CXZT,Spotify,https://api.spotify.com/v1/playlists/37i9dQZF1DX5D8j6p4CXZT/tracks,76
AU,Night Shift,Moody electronica for the night shift,37i9dQZF1DX3Liv35LmYo1,https://open.spotify.com/playlist/37i9dQZF1DX3Liv35LmYo1,Spotify,https://api.spotify.com/v1/playlists/37i9dQZF1DX3Liv35LmYo1/tracks,50
